INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,Location
NY-2016-WS-056,5,Search,03/27/2016,04:57 PM,2,F,19,NJ,US,Hiking,Lost,44.27898,-74.08052,2127,true,Assist/own power,2,false,Forest Preserve,Saranac Lake Wild Forest,ESSEX,NORTH ELBA,true,false,03/27/2016,08:30 PM,POINT (-74.08052 44.27898)
NY-2021-WS-168,4,Rescue,07/04/2021,01:30 PM,1,F,20,NY,US,Boating,Injured,42.19695,-74.04195,2133,false,Carry out by foot,1,true,DEC Campground,North South Lake Campground,GREENE,HUNTER,false,true,07/04/2021,02:00 PM,POINT (-74.04195 42.19695)
NY-2020-WS-447,5,Rescue,11/07/2020,03:15 PM,2,F,33,NY,US,Hiking,Stranded,44.3705,-73.89793,4350,true,Vehicle/boat evacuation,2,false,Forest Preserve,Whiteface Mountain Ski Center,ESSEX,WILMINGTON,true,false,11/07/2020,04:30 PM,POINT (-73.89793 44.3705)
NY-2021-WS-029,5,Rescue,03/07/2021,07:06 PM,1,M,59,NY,US,Motor vehicle,Stranded,44.56746,-74.2186,1558,true,Vehicle/boat evacuation,3,true,Forest Preserve,Debar Mtn WF,FRANKLIN,DUANE,true,false,03/08/2021,01:00 AM,POINT (-74.2186 44.56746)
NY-2018-WS-087,5,Search,06/05/2018,10:27 AM,1,M,76,SC,US,Hiking,Overdue,44.19118,-73.93954,2000,true,Assist/own power,4,false,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,06/05/2018,01:30 PM,POINT (-73.93954 44.19118)
NY-2020-WS-113,6,Rescue,06/04/2020,06:30 AM,2,M,16,NY,US,Hiking,Stranded,44.20455,-74.58847,2517,true,Assist/own power,1,false,Forest Preserve,Horseshoe Lake WF,ST LAWRENCE,PIERCEFIELD,true,false,06/04/2020,09:00 AM,POINT (-74.58847 44.20455)
NY-2018-WS-045,5,Rescue,04/22/2018,07:08 PM,2,M,18,NY,US,Hiking,Stranded,44.54097,-74.49457,1955,true,Assist/own power,1,true,Forest Preserve,Debar Mountain Wild Forest,FRANKLIN,WAVERLY,true,false,04/22/2018,11:30 PM,POINT (-74.49457 44.54097)
NY-2015-WS-207,5,Search,08/09/2015,12:30 AM,2,F,24,NY,US,Hiking,Overdue,43.59747,-74.49511,2390,false,Assist/own power,3,true,Forest Preserve,West Canada Lakes,HAMILTON,INDIAN LAKE,true,false,08/09/2015,09:19 AM,POINT (-74.49511 43.59747)
NY-2014-WS-127,5,Rescue,07/11/2014,04:28 PM,1,M,19,NY,US,Hiking,Illness,43.6271,-74.53621,2490,false,Assist/own power,2,false,Forest Preserve,West Canada Wilderness,HAMILTON,ARIETTA,true,false,07/11/2014,10:00 PM,POINT (-74.53621 43.6271)
NY-2012-WS-263,3,Rescue,12/02/2012,06:15 AM,2,F,35,NY,US,Hiking,Stranded,42.00227,-74.3707,3240,true,Assist/own power,4,true,Forest Preserve,Slide Mountain Wilderness Area,ULSTER,SHANDAKEN,false,true,12/02/2012,05:00 PM,POINT (-74.3707 42.00227)
NY-2013-WS-045,6,Search,05/03/2013,03:17 PM,1,F,19,NY,US,Runaway,Illness,43.53361,-75.48546,1725,true,Assist/own power; Vehicle/boat evacuation,8,true,Private Land,Private Property,LEWIS,WEST TURIN,false,false,05/03/2013,09:00 PM,POINT (-75.48546 43.53361)
NY-2020-WS-233,5,Search,07/31/2020,04:30 PM,2,M,29,NY,US,Hiking,Lost,43.22315,-73.74302,1060,true,Assist/own power,1,true,OPRHP State Land,Moreau State Park,SARATOGA,MOREAU,false,false,07/31/2020,09:00 PM,POINT (-73.74302 43.22315)
NY-2020-WS-076,5,Rescue,05/04/2020,12:30 PM,1,M,61,NY,US,Motor vehicle,Stranded,43.25333,-74.22483,774,true,Swiftwater,3,true,Forest Preserve,West Stony Creek,HAMILTON,BENSON,true,false,05/04/2020,01:40 PM,POINT (-74.22483 43.25333)
NY-2018-WS-275,9,Search,09/19/2018,06:28 PM,1,F,48,NY,US,Hiking,Lost,42.27455,-77.83711,2176,true,Assist/own power,1,true,State Forests,Turnpike State Forest,ALLEGANY,WEST ALMOND,false,false,09/19/2018,07:50 PM,POINT (-77.83711 42.27455)
NY-2020-WS-306,5,Rescue,08/28/2020,08:23 PM,2,F,15,NY,US,Hiking,Overdue,44.30769,-74.06231,1627,true,Assist/own power,2,true,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,true,false,08/28/2020,11:55 PM,POINT (-74.06231 44.30769)
NY-2014-WS-143,5,Search,07/24/2014,03:36 PM,1,F,13,CT,US,Camping,Lost,44.3174,-74.19127,1545,true,Assist/own power,4,true,DEC Campground,Saranac Lake Islands Campground,FRANKLIN,HARRIETSTOWN,true,false,07/24/2014,05:00 PM,POINT (-74.19127 44.3174)
NY-2014-WS-098,5,Search,06/20/2014,06:26 PM,3,M,22,NY,US,Hiking,Lost,43.56669,-73.60353,355,false,Assist/own power,1,false,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,true,false,06/20/2014,09:54 PM,POINT (-73.60353 43.56669)
NY-2022-WS-125,5,Rescue,06/22/2022,11:47 AM,1,F,17,NY,US,Hiking,Injured,44.10109,-74.52453,2100,false,Carry out by foot,3,true,Forest Preserve,Horseshoe Lake Wild Forest,FRANKLIN,TUPPER LAKE,true,false,06/22/2022,03:30 PM,POINT (-74.52453 44.10109)
NY-2022-WS-150,5,Search,07/11/2022,05:25 PM,1,M,56,CT,US,Hiking,Lost,43.75022,-74.64268,2195,true,Assist/own power,1,true,Forest Preserve,Moose river Plains wild forest,HAMILTON,LONG LAKE,true,false,07/11/2022,06:41 PM,POINT (-74.64268 43.75022)
NY-2020-WS-393,5,Search,10/06/2020,05:24 PM,2,F,18,NY,US,Hiking,Lost,44.4534,-73.87518,2200,true,Assist/own power,3,false,Forest Preserve,Taylor Pond Wild Forest,CLINTON,BLACK BROOK,true,false,10/06/2020,09:30 PM,POINT (-73.87518 44.4534)
NY-2021-WS-105,4,Rescue,05/28/2021,04:47 PM,1,M,53,GA,US,Hiking,Lost,42.30692,-74.17206,2425,true,Assist/own power,3,true,Forest Preserve,Windham-Blackhead Range Wilderness Area,GREENE,WINDHAM,false,true,06/02/2021,03:20 PM,POINT (-74.17206 42.30692)
NY-2022-WS-084,5,Rescue,05/21/2022,03:15 PM,1,M,,NY,US,Hiking,Injured,43.87058,-74.40207,3674,true,Carry out by foot,2,true,Forest Preserve,Blue Mountain WF,HAMILTON,INDIAN LAKE,true,false,05/21/2022,07:57 PM,POINT (-74.40207 43.87058)
NY-2013-WS-065,5,Search,06/15/2013,02:52 PM,1,F,21,NY,US,Hiking,Lost,43.85366,-73.6537,1400,true,Assist/own power; Vehicle/boat evacuation,3,true,Forest Preserve,Pharaoh Lake Wilderness,ESSEX,SCHROON,true,false,06/15/2013,09:00 PM,POINT (-73.6537 43.85366)
NY-2013-WS-273,5,Rescue,11/19/2013,03:30 PM,1,M,34,NY,US,Walking,Illness,43.44538,-74.32192,1700,false,Carry out by foot,3,true,Forest Preserve,Silver Lake Wild Forest,HAMILTON,WELLS,true,false,11/19/2013,05:30 PM,POINT (-74.32192 43.44538)
NY-2020-WS-084,4,Search,05/13/2020,08:15 PM,1,M,41,NY,US,Hiking,Lost,41.97787,-74.95809,1500,true,Assist/own power,2,false,Forest Preserve,Delaware Wild Forest (Forest Preserve),DELAWARE,COLCHESTER,false,true,05/14/2020,12:08 AM,POINT (-74.95809 41.97787)
NY-2012-WS-274,7,Search,12/17/2012,08:30 PM,1,M,75,NY,US,Walking,Missing,43.04145,-76.13816,483,false,,2,true,Private Land,Private,ONONDAGA,MANLIUS,false,false,12/17/2012,10:15 PM,POINT (-76.13816 43.04145)
NY-2012-WS-230,7,Search,10/22/2012,12:03 PM,1,M,60,PA,US,Off road vehicle/ATV,Lost,43.53947,-75.94119,855,true,Assist/own power,1,true,Private Land,NA,OSWEGO,ORWELL,false,false,10/22/2012,03:10 PM,POINT (-75.94119 43.53947)
NY-2020-WS-357,5,Rescue,09/24/2020,10:30 AM,1,M,60,CT,US,Hiking,Illness,44.35705,-73.86977,1700,true,Vehicle/boat evacuation,4,true,Forest Preserve,High Peaks,ESSEX,WILMINGTON,true,false,09/24/2020,12:15 PM,POINT (-73.86977 44.35705)
NY-2022-WS-336,5,Search,11/15/2022,02:45 PM,1,F,35,ON,CA,Hiking,Lost,44.14034,-73.92738,3641,true,Assist/own power,3,true,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,true,false,11/15/2022,06:30 PM,POINT (-73.92738 44.14034)
NY-2012-WS-046,6,Rescue,04/19/2012,12:05 PM,1,M,40,NY,US,Chainsaw,Injured,43.3098,-74.569,1863,true,Vehicle/boat evacuation,2,true,Private Land,None,HAMILTON,MOREHOUSE,true,false,01/01/2013,01:36 PM,POINT (-74.569 43.3098)
NY-2020-WS-004,5,Search,01/12/2020,01:15 PM,1,F,52,NY,US,Hiking,Lost,43.20822,-73.90278,1400,true,Assist/own power,2,true,Conservation Easement,Lyme Easement,SARATOGA,CORINTH,true,false,01/12/2020,03:02 PM,POINT (-73.90278 43.20822)
NY-2019-WS-034,4,Rescue,03/07/2019,11:42 AM,4,M,23,PA,US,Hiking,Stranded,42.19353,-74.06402,1860,true,Assist/own power; Technical Rope,4,false,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,03/07/2019,04:00 PM,POINT (-74.06402 42.19353)
NY-2022-WS-327,5,Search,11/08/2022,07:17 PM,1,M,79,NY,US,Hunting,Overdue,44.75581,-74.53177,786,true,Vehicle/boat evacuation,5,true,State Forests,Deer River State Forest,FRANKLIN,DICKINSON,false,false,11/09/2022,05:30 AM,POINT (-74.53177 44.75581)
NY-2020-WS-332,4,Search,09/06/2020,09:00 PM,9,F,27,NY,US,Hiking,Lost,42.13122,-74.08294,1392,true,Assist/own power; Technical Rope,4,false,Forest Preserve,Indian Head Wilderness Area,GREENE,HUNTER,false,true,09/07/2020,04:30 AM,POINT (-74.08294 42.13122)
NY-2021-WS-311,5,Rescue,09/20/2021,01:03 PM,1,F,53,FL,US,Hiking,Injured,44.11187,-73.82367,2601,false,Aircraft evacuation,7,true,Conservation Easement,Adirondack Mountain Reserve Conservation Easement,ESSEX,KEENE,true,false,09/20/2021,04:00 PM,POINT (-73.82367 44.11187)
NY-2019-WS-025,5,Search,02/16/2019,11:18 PM,1,M,44,NY,US,Snowmobile,Missing,43.9329,-74.47132,1625,true,Carry out by foot,5,true,Other Municipal Land,Long Lake,HAMILTON,LONG LAKE,true,false,02/17/2019,05:30 AM,POINT (-74.47132 43.9329)
NY-2022-WS-226,5,Search,08/26/2022,11:30 AM,1,M,86,NY,US,Walking,Missing,44.70535,-73.47072,197,true,Carry out by foot,4,true,Private Land,Private,CLINTON,PLATTSBURGH,false,false,08/26/2022,05:50 PM,POINT (-73.47072 44.70535)
NY-2012-WS-110,5,Rescue,07/01/2012,02:42 PM,1,F,38,QC,CA,Hiking,Injured,44.21823,-73.86028,4050,false,Aircraft evacuation,3,true,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,07/01/2012,03:00 PM,POINT (-73.86028 44.21823)
NY-2017-WS-103,5,Search,05/27/2017,09:00 PM,4,M,7,NY,US,Hiking,Overdue,44.36996,-73.91239,3308,true,Vehicle/boat evacuation,1,true,Forest Preserve,Whiteface Memorial Highway,ESSEX,WILMINGTON,true,false,05/27/2017,09:30 PM,POINT (-73.91239 44.36996)
NY-2020-WS-123,5,Rescue,06/09/2020,04:19 PM,1,M,22,NY,US,Hiking,Illness,44.1425,-73.79693,1745,false,Vehicle/boat evacuation,2,true,Forest Preserve,Adirondack Mountain Reserve Easement,ESSEX,KEENE,true,false,06/09/2020,06:30 PM,POINT (-73.79693 44.1425)
NY-2014-WS-219,5,Rescue,09/14/2014,04:55 PM,1,M,66,NY,US,Hiking,Injured,44.15355,-73.64306,1738,false,Assist/own power,2,true,Forest Preserve,Giant Mountain Wilderness,ESSEX,ELIZABETHTOWN,true,false,09/14/2014,07:30 PM,POINT (-73.64306 44.15355)
NY-2019-WS-290,5,Rescue,10/11/2019,04:55 PM,1,F,29,NY,US,Hiking,Injured,43.58968,-73.69778,1200,true,Assist/own power; Vehicle/boat evacuation,1,false,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,10/11/2019,07:00 PM,POINT (-73.69778 43.58968)
NY-2021-WS-135,9,Search,06/13/2021,07:30 PM,1,M,78,NY,US,Walking,Missing,42.32914,-78.28412,2099,true,Vehicle/boat evacuation,2,true,Private Land,adjacent to Crab Hollow State Forest,ALLEGANY,NEW HUDSON,false,false,06/14/2021,08:48 PM,POINT (-78.28412 42.32914)
NY-2021-WS-340,6,Rescue,10/09/2021,08:06 PM,1,M,28,NY,US,Boating,Stranded,43.92445,-74.99793,1676,true,Vehicle/boat evacuation,2,true,Forest Preserve,Independence River Wild Forest,HERKIMER,WEBB,true,false,10/09/2021,10:45 PM,POINT (-74.99793 43.92445)
NY-2020-WS-012,4,Rescue,01/26/2020,10:02 AM,1,M,49,NY,US,Snowmobile,Stranded,42.19921,-74.04134,2129,false,Assist/own power,4,true,Forest Preserve,North South Lake Intensive Use Area,GREENE,HUNTER,false,true,01/26/2020,02:00 PM,POINT (-74.04134 42.19921)
NY-2022-WS-049,4,Rescue,04/02/2022,08:30 PM,1,M,77,NY,US,Hiking,Illness,42.30919,-74.16497,2665,true,Assist/own power,4,false,Forest Preserve,Windham-Blackhead Wilderness Range,GREENE,WINDHAM,false,true,04/03/2022,02:30 AM,POINT (-74.16497 42.30919)
NY-2020-WS-139,5,Rescue,06/21/2020,03:00 PM,1,F,55,PA,US,Hiking,Injured,43.34595,-74.16698,1225,true,Carry out by foot; Vehicle/boat evacuation,2,true,Forest Preserve,Wilcox Lake Wild Forest,HAMILTON,HOPE,true,false,06/21/2020,07:20 PM,POINT (-74.16698 43.34595)
NY-2016-WS-053,5,Search,03/26/2016,08:58 AM,1,M,80,NY,US,Walking,Overdue,43.09149,-73.80191,343,true,Carry out by foot,4,true,Private Land,Private Land,SARATOGA,SARATOGA SPRINGS,false,false,03/26/2016,11:00 AM,POINT (-73.80191 43.09149)
NY-2022-WS-128,6,Rescue,06/27/2022,01:00 PM,1,M,41,NY,US,Boating,Stranded,43.90622,-74.966,1682,true,Vehicle/boat evacuation,1,false,Forest Preserve,Independence River Wild Forest,HERKIMER,WEBB,true,false,06/27/2022,03:40 PM,POINT (-74.966 43.90622)
NY-2022-WS-295,5,Search,10/14/2022,07:00 PM,2,F,41,NY,US,Hiking,Lost,44.38326,-73.84231,1220,true,Assist/own power,1,true,Forest Preserve,Wilmington Wild Forest,ESSEX,WILMINGTON,true,false,10/14/2022,09:50 PM,POINT (-73.84231 44.38326)
NY-2015-WS-300,9,Search,10/11/2015,03:30 AM,1,M,19,NY,US,Hiking,Lost,42.26972,-79.56175,1410,true,Assist/own power,1,true,Private Land,Private Land,CHAUTAUQUA,WESTFIELD,false,false,10/11/2015,11:00 AM,POINT (-79.56175 42.26972)
NY-2017-WS-137,6,Search,06/29/2017,01:20 AM,1,M,15,NY,US,Runaway,Missing,44.20982,-74.98985,1498,true,Assist/own power,4,true,County Land,County Route 60,ST LAWRENCE,CLIFTON,true,false,06/29/2017,10:05 AM,POINT (-74.98985 44.20982)
NY-2014-WS-170,5,Recovery,07/05/2014,12:56 PM,1,M,15,NY,US,Motor vehicle,Injured,43.3814,-73.87229,588,false,Carry out by foot,2,true,Forest Preserve,Lake George Wild Forest,WARREN,LAKE LUZERNE,true,false,07/05/2014,07:45 PM,POINT (-73.87229 43.3814)
NY-2015-WS-049,5,Search,04/12/2015,02:42 PM,1,M,22,NY,US,Skiing,Lost,43.64751,-74.04043,2304,true,Assist/own power,3,true,Forest Preserve,Siamese Ponds Wilderness,WARREN,JOHNSBURG,true,false,04/12/2015,04:15 PM,POINT (-74.04043 43.64751)
NY-2012-WS-037,5,Search,03/18/2012,08:46 PM,1,F,44,NY,US,Off road vehicle/ATV,Lost,43.46183,-73.61494,730,true,Assist/own power,2,false,Private Land,Private,WASHINGTON,FORT ANN,true,false,03/18/2012,11:50 PM,POINT (-73.61494 43.46183)
NY-2015-WS-293,4,Rescue,10/08/2015,01:50 PM,1,F,52,NY,US,Hiking,Injured,42.21033,-74.03076,2400,true,Assist/own power,2,false,DEC Campground,North South Lake Campground,GREENE,HUNTER,false,true,10/08/2015,07:00 PM,POINT (-74.03076 42.21033)
NY-2014-WS-039,5,Search,04/14/2014,03:30 PM,3,M,18,NY,US,Hiking,Lost,44.4081,-74.31896,650,true,Assist/own power,3,true,Forest Preserve,St Regis Canoe Area,FRANKLIN,BRIGHTON,true,false,04/14/2014,08:00 PM,POINT (-74.31896 44.4081)
NY-2015-WS-121,3,Search,06/15/2015,05:00 AM,7,F,,NY,US,Camping,Lost,42.04389,-74.39555,3030,true,Assist/own power,2,true,Forest Preserve,Slide Mtn Wilderness,ULSTER,SHANDAKEN,false,true,06/15/2015,12:00 PM,POINT (-74.39555 42.04389)
NY-2015-WS-021,5,Search,02/15/2015,07:10 PM,2,M,29,DC,US,Hiking,Overdue,44.10571,-73.5745,2000,true,Assist/own power,5,false,Forest Preserve,E. High Peaks,ESSEX,NORTH ELBA,true,false,02/15/2015,10:14 PM,POINT (-73.5745 44.10571)
NY-2022-WS-030,5,Rescue,02/19/2022,12:20 PM,1,F,36,NY,US,Hiking,Injured,43.65449,-73.63764,1160,true,Vehicle/boat evacuation,3,true,Private Land,Amy's Park Lake George Land Conservancy,WARREN,BOLTON,true,false,02/19/2022,01:30 PM,POINT (-73.63764 43.65449)
NY-2016-WS-315,4,Search,10/22/2016,06:27 PM,1,M,25,IA,US,Hiking,Lost,42.18917,-74.06824,1835,true,Assist/own power,2,false,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,10/22/2016,08:30 PM,POINT (-74.06824 42.18917)
NY-2017-WS-077,5,Rescue,04/21/2017,04:14 PM,1,M,35,NY,US,Hiking,Illness,44.10372,-73.8204,2867,true,Assist/own power,3,true,Forest Preserve,Dix Mountain Wilderness,ESSEX,KEENE,true,false,04/21/2017,09:19 PM,POINT (-73.8204 44.10372)
NY-2016-WS-321,6,Search,10/23/2016,08:09 PM,1,M,77,NY,US,Hunting,Overdue,43.29709,-75.63807,497,true,Carry out by foot; Vehicle/boat evacuation,3,true,Private Land,Private,ONEIDA,ANNSVILLE,false,false,10/23/2016,10:30 PM,POINT (-75.63807 43.29709)
NY-2022-WS-205,5,Rescue,08/13/2022,01:30 PM,1,F,51,NY,US,Hiking,Injured,44.04468,-73.80526,2303,true,Carry out by foot,3,true,Forest Preserve,Dix Mountain Wilderness,ESSEX,NORTH HUDSON,true,false,08/13/2022,05:10 PM,POINT (-73.80526 44.04468)
NY-2022-WS-040,5,Search,02/27/2022,03:00 PM,1,M,29,NY,US,Hiking,Lost,44.11508,-73.91662,4889,false,Assist/own power,8,false,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,02/27/2022,09:00 PM,POINT (-73.91662 44.11508)
NY-2021-WS-237,7,Search,08/12/2021,10:24 PM,1,M,25,NY,US,Walking,Missing,42.81152,-75.97064,1242,true,Assist/own power,7,true,State Forests,Morgan Hill State Forest,ONONDAGA,FABIUS,false,false,08/13/2021,06:01 PM,POINT (-75.97064 42.81152)
NY-2016-WS-222,7,Search,08/13/2016,10:45 PM,1,M,46,NY,US,Despondent,Missing,42.17245,-75.78583,1544,true,Vehicle/boat evacuation,2,true,Private Land,none,BROOME,COLESVILLE,false,false,08/14/2016,01:00 PM,POINT (-75.78583 42.17245)
NY-2014-WS-254,3,Search,10/24/2014,08:00 AM,1,M,52,NY,US,Hunting,Overdue,41.19567,-74.68812,2198,true,Assist/own power,4,true,Forest Preserve,Willwemoc Wild Forest,SULLIVAN,NEVERSINK,false,true,10/24/2014,10:00 AM,POINT (-74.68812 41.19567)
NY-2015-WS-197,5,Search,07/31/2015,09:25 PM,3,F,15,NY,US,Hiking,Lost,44.1539,-73.74215,2450,true,Assist/own power,2,true,Forest Preserve,Giant Mountain Wilderness,ESSEX,KEENE,true,false,08/01/2015,08:00 AM,POINT (-73.74215 44.1539)
NY-2021-WS-285,3,Rescue,09/04/2021,02:40 PM,1,M,26,MA,US,Hiking,Injured,42.00825,-74.34771,3860,true,Aircraft evacuation,5,true,Forest Preserve,Slide Mtn WA,ULSTER,SHANDAKEN,false,true,09/05/2021,09:00 AM,POINT (-74.34771 42.00825)
NY-2017-WS-161,5,Rescue,07/11/2017,03:51 PM,1,M,55,PA,US,Hiking,Injured,44.07682,-73.51985,3750,false,Aircraft evacuation,2,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,07/11/2017,09:00 PM,POINT (-73.51985 44.07682)
NY-2013-WS-137,8,Search,08/07/2013,07:37 PM,1,M,49,GA,US,Hiking,Lost,42.62055,-77.3617,1656,true,Vehicle/boat evacuation,3,true,Wildlife Management Area,High Tor WMA,ONTARIO,NAPLES,false,false,08/07/2013,08:22 PM,POINT (-77.3617 42.62055)
NY-2014-WS-053,3,Rescue,05/09/2014,09:00 PM,1,M,30,RI,US,Camping,Injured,42.09868,-74.09006,2118,false,Carry out by foot; Vehicle/boat evacuation,6,true,Forest Preserve,IndianHead Wilderness Area,ULSTER,WOODSTOCK,false,true,05/10/2014,04:04 AM,POINT (-74.09006 42.09868)
NY-2018-WS-038,3,Search,04/01/2018,09:15 PM,1,M,47,NY,US,Hiking,Lost,41.60781,-73.64881,825,true,Assist/own power,2,false,Federal Land,none,DUTCHESS,BEEKMAN,false,false,04/02/2018,01:00 AM,POINT (-73.64881 41.60781)
NY-2017-WS-018,9,Recovery,02/03/2017,08:55 AM,1,M,14,NY,US,Horseback riding,Injured,42.25571,-78.98999,1600,true,Vehicle/boat evacuation,1,true,Private Land,na,CATTARAUGUS,CONEWANGO,false,false,02/03/2017,12:00 PM,POINT (-78.98999 42.25571)
NY-2022-WS-025,5,Rescue,02/13/2022,11:04 AM,2,F,31,NJ,US,Snowmobile,Injured,43.51481,-74.36757,1949,true,Vehicle/boat evacuation,1,true,Private Land,Private Land,HAMILTON,LAKE PLEASANT,true,false,02/13/2022,11:55 AM,POINT (-74.36757 43.51481)
NY-2014-WS-090,6,Rescue,06/14/2014,03:20 PM,1,F,25,RI,US,Hiking,Injured,44.19312,-74.82261,1543,false,Carry out by foot,1,true,Forest Preserve,Cranberry Lake Wild Forest,ST LAWRENCE,CLIFTON,true,false,06/14/2014,05:46 PM,POINT (-74.82261 44.19312)
NY-2017-WS-031,5,Rescue,02/17/2017,08:44 AM,2,M,61,NJ,US,Snowmobile,Stranded,43.94587,-74.45814,1630,true,Airboat,4,true,Forest Preserve,Sargent Ponds Wild Forest,HAMILTON,LONG LAKE,true,false,02/17/2017,12:00 PM,POINT (-74.45814 43.94587)
NY-2014-WS-060,4,Rescue,05/17/2014,03:46 PM,1,F,70,UK,GB,Hiking,Injured,42.19979,-74.03105,2125,false,Carry out by foot,2,true,DEC Campground,North/South Lake DEC Campground,GREENE,HUNTER,false,true,05/17/2014,05:00 PM,POINT (-74.03105 42.19979)
NY-2012-WS-197,5,Rescue,09/27/2012,12:02 PM,2,M,37,NY,US,Boating,Overdue,43.82421,-74.18824,1400,true,Assist/own power; Swiftwater,9,true,Forest Preserve,Hudson River Gorge Primitive Area,HAMILTON,INDIAN LAKE,true,false,09/27/2012,06:00 PM,POINT (-74.18824 43.82421)
NY-2019-WS-230,5,Rescue,08/31/2019,01:11 PM,1,F,37,NY,US,Hiking,Injured,44.54101,-74.49353,1860,true,Carry out by foot,6,true,Forest Preserve,Debar Mountain Wild Forest,FRANKLIN,WAVERLY,true,false,08/31/2019,03:08 PM,POINT (-74.49353 44.54101)
NY-2022-WS-140,6,Rescue,07/08/2022,08:45 AM,1,M,35,NY,US,Hiking,Injured,44.14044,-74.79547,1492,true,Vehicle/boat evacuation,1,true,Forest Preserve,Five Ponds Wilderness,ST LAWRENCE,CLIFTON,true,false,07/08/2022,10:45 AM,POINT (-74.79547 44.14044)
NY-2014-WS-199,5,Search,08/29/2014,08:27 PM,2,F,20,NY,US,Hiking,Overdue,44.14968,-73.6319,832,true,Assist/own power,2,false,Forest Preserve,Giant Mt Wilderness Area,ESSEX,ELIZABETHTOWN,true,false,08/29/2014,10:00 PM,POINT (-73.6319 44.14968)
NY-2021-WS-161,5,Rescue,06/30/2021,10:24 PM,1,F,30,VT,US,Camping,Injured,43.2514,-74.30944,1400,true,Assist/own power,2,true,Forest Preserve,Silver Lake Wilderness,HAMILTON,BENSON,true,false,06/30/2021,11:51 PM,POINT (-74.30944 43.2514)
NY-2022-WS-340,3,Search,11/25/2022,10:15 PM,1,M,42,NY,US,Despondent,Missing,41.45792,-74.59923,502,false,Assist/own power,4,true,Private Land,NA,ORANGE,DEERPARK,false,false,11/26/2022,08:40 AM,POINT (-74.59923 41.45792)
NY-2015-WS-243,4,Search,08/31/2015,07:45 PM,4,M,4,NY,US,Hiking,Lost,42.18532,-74.05386,2173,true,,1,true,Forest Preserve,Catskill State Park,GREENE,HUNTER,false,true,09/01/2015,12:15 AM,POINT (-74.05386 42.18532)
NY-2020-WS-048,4,Search,03/11/2020,05:00 PM,1,M,69,NY,US,Walking,Lost,42.46837,-74.56251,2077,true,Assist/own power,2,true,Private Land,NA,SCHOHARIE,JEFFERSON,false,false,03/11/2020,06:00 PM,POINT (-74.56251 42.46837)
NY-2019-WS-022,5,Search,02/05/2019,09:24 PM,2,M,41,NY,US,Skiing,Stranded,44.09469,-73.85025,1980,true,Vehicle/boat evacuation,3,true,Forest Preserve,Eastern High Peaks,ESSEX,KEENE,true,false,02/06/2019,12:30 AM,POINT (-73.85025 44.09469)
NY-2020-WS-219,4,Search,07/24/2020,08:59 PM,2,F,27,NY,US,Hiking,Lost,42.13043,-74.08887,2004,true,Assist/own power,2,true,Private Land,N/A,GREENE,HUNTER,false,true,07/24/2020,10:35 PM,POINT (-74.08887 42.13043)
NY-2022-WS-246,3,Search,09/05/2022,04:00 PM,1,M,31,NY,US,Despondent,Missing,41.46457,-73.54104,250,false,Carry out by foot,7,true,Private Land,NA,DUTCHESS,HYDE PARK,false,false,09/13/2022,09:00 AM,POINT (-73.54104 41.46457)
NY-2019-WS-096,5,Search,05/29/2019,08:25 PM,1,F,21,NY,US,Hiking,Lost,44.18558,-74.00988,2800,true,Assist/own power,6,true,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,05/30/2019,10:10 AM,POINT (-74.00988 44.18558)
NY-2022-WS-222,5,Rescue,08/25/2022,11:12 AM,1,M,65,NY,US,Hiking,Injured,44.11256,-73.902,4600,true,Aircraft evacuation,6,true,State Forests,High Peaks Wilderness,ESSEX,KEENE,true,false,08/25/2022,01:55 PM,POINT (-73.902 44.11256)
